palavras,forca,rank
borda,0.3828411,430
bardo,0.3828411,430
brado,0.3828411,430
taxei,0.3828037,431
duais,0.3826168,432
giram,0.3825421,433
migra,0.3825421,433
viram,0.3825047,434
traje,0.3823551,435
torax,0.3823551,435
latem,0.3823551,435
metal,0.3823551,435
nabos,0.3823178,436
alijo,0.3823178,436
traze,0.382243,437
calou,0.3821308,438
lacou,0.3821308,438
alcou,0.3821308,438
louca,0.3821308,438
arque,0.3820187,439
lacem,0.3818692,440
clame,0.3818692,440
alcem,0.3818692,440
calem,0.3818692,440
pisam,0.3817944,441
prega,0.3815701,442
pegar,0.3815701,442
regio,0.3815327,443
gorei,0.3815327,443
frade,0.3815327,443
ogiva,0.3814953,444
ralho,0.3813084,445
rolha,0.3813084,445
olhar,0.3813084,445
brade,0.3812336,446
ditar,0.3812336,446
argui,0.3811963,447
urgia,0.3811963,447
guiar,0.3811963,447
rugai,0.3811963,447
rugia,0.3811963,447
guria,0.3811963,447
uivar,0.3811589,448
ruiva,0.3811589,448
rodes,0.3808972,449
dores,0.3808972,449
gados,0.3808972,449
posei,0.380785,450
espio,0.380785,450
extra,0.3807477,451
cidra,0.3807477,451
tinas,0.3807103,452
sinta,0.3807103,452
insta,0.3807103,452
alije,0.3807103,452
banes,0.3807103,452
lixao,0.3807103,452
zelai,0.3805981,453
surda,0.3805607,454
urdas,0.3805607,454
duras,0.3805607,454
caule,0.3805234,455
firma,0.3803364,456
firam,0.3803364,456
rifam,0.3803364,456
nasci,0.3802243,457
incas,0.3802243,457
brami,0.3800374,458
ralhe,0.3797009,459
rimos,0.3797009,459
irmos,0.3797009,459
jatos,0.379514,460
gravo,0.3794393,461
freio,0.3793271,462
vedas,0.3792523,463
vades,0.3792523,463
devas,0.3792523,463
elixa,0.3791028,464
exila,0.3791028,464
parti,0.3790654,465
tripa,0.3790654,465
ebrio,0.379028,466
ibero,0.379028,466
gibao,0.379028,466
beiro,0.379028,466
furai,0.3789907,467
fruia,0.3789907,467
obvia,0.3789907,467
furia,0.3789907,467
rufai,0.3789907,467
haste,0.3789533,468
cozas,0.3789159,469
pores,0.378729,470
pagos,0.378729,470
repos,0.378729,470
sopre,0.378729,470
preso,0.378729,470
fados,0.3786916,471
abriu,0.3786916,471
notam,0.3786542,472
monta,0.3786542,472
manto,0.3786542,472
picar,0.3785794,473
carpi,0.3785794,473
lazer,0.3785421,474
zelar,0.3785421,474
aches,0.3784673,475
bodas,0.3783925,476
puras,0.3783925,476
supra,0.3783925,476
manco,0.3781682,477
mires,0.3780935,478
rimes,0.3780935,478
sigma,0.3780935,478
sigam,0.3780935,478
remis,0.3780935,478
visam,0.3780561,479
grave,0.3778318,480
verga,0.3778318,480
saque,0.3775701,481
quase,0.3775701,481
ardil,0.3775327,482
lidar,0.3775327,482
jecas,0.3774206,483
coxas,0.3774206,483
gabei,0.3774206,483
grafo,0.377271,484
garfo,0.377271,484
favor,0.3772336,485
pegas,0.3771215,486
vespa,0.3770841,487
fedas,0.3770841,487
menta,0.3770467,488
mante,0.3770467,488
vioes,0.3770467,488
voeis,0.3770467,488
sovei,0.3770467,488
sinal,0.3770093,489
garbo,0.376972,490
bravo,0.3769346,491
olhas,0.3768598,492
halos,0.3768598,492
alhos,0.3768598,492
uncao,0.3768224,493
fobia,0.3768224,493
ditas,0.376785,494
dista,0.376785,494
tidas,0.376785,494
guisa,0.3767477,495
guias,0.3767477,495
sugai,0.3767477,495
uivas,0.3767103,496
hiena,0.3764486,497
disca,0.3762991,498
dicas,0.3762991,498
taxes,0.3762991,498
talco,0.3762991,498
sexta,0.3762991,498
honra,0.376,499
lojas,0.3758131,500
grafe,0.3756636,501
garfe,0.3756636,501
ferva,0.3756262,502
grita,0.3753645,503
pilar,0.3753645,503
verba,0.3753271,504
orges,0.375028,505
gores,0.375028,505
roges,0.375028,505
vagos,0.3749907,506
servo,0.3749907,506
verso,0.3749907,506
sorve,0.3749907,506
ranjo,0.3749533,507
feios,0.3748785,508
criva,0.3748411,509
dotam,0.374729,510
graus,0.3746916,511
remou,0.3746916,511
sugar,0.3746916,511
rugas,0.3746916,511
tecla,0.3746916,511
celta,0.3746916,511
rusga,0.3746916,511
pista,0.3746168,512
boies,0.3745794,513
subia,0.374243,514
lajes,0.3742056,515
pisca,0.3741308,516
picas,0.3741308,516
zelas,0.3740935,517
aluno,0.3736075,518
anulo,0.3736075,518
datou,0.3733832,519
douta,0.3733832,519
vesga,0.3733832,519
fitar,0.3731589,520
frita,0.3731589,520
datem,0.3731215,521
lidas,0.3730841,522
aguem,0.3730841,522
acudo,0.3728972,523
brita,0.3728598,524
freso,0.3728224,525
fores,0.3728224,525
sofre,0.3728224,525
favos,0.372785,526
cifra,0.3726729,527
ficar,0.3726729,527
cedam,0.3726355,528
xales,0.3725981,529
optam,0.3725607,530
topam,0.3725607,530
tampo,0.3725607,530
boers,0.3725234,531
sobre,0.3725234,531
bagos,0.3725234,531
sorti,0.3725234,531
tiros,0.3725234,531
trios,0.3725234,531
ritos,0.3725234,531
rufas,0.372486,532
fruas,0.372486,532
furas,0.372486,532
bicar,0.3723738,533
horda,0.3720748,534
campo,0.3720748,534
risco,0.3720374,535
ricos,0.3720374,535
anule,0.372,536
grila,0.3716636,537
ligar,0.3716636,537
rival,0.3716262,538
livra,0.3716262,538
sonha,0.3715514,539
oxida,0.3714766,540
acude,0.3712897,541
educa,0.3712897,541
pauto,0.371215,542
tapou,0.371215,542
molda,0.371028,543
conta,0.3709907,544
canto,0.3709907,544
tampe,0.3709533,545
tapem,0.3709533,545
gabes,0.3709159,546
lapis,0.3709159,546
tomei,0.3709159,546
riste,0.3709159,546
omite,0.3709159,546
teimo,0.3709159,546
emito,0.3709159,546
tires,0.3709159,546
vista,0.3708785,547
pouca,0.370729,548
capou,0.370729,548
ocupa,0.370729,548
muita,0.3705794,549
anjos,0.3705047,550
pecam,0.3704673,551
capem,0.3704673,551
herda,0.3704673,551
comei,0.3704299,552
crise,0.3704299,552
cries,0.3704299,552
icemo,0.3704299,552
zonas,0.3703925,553
bafos,0.3703178,554
ousem,0.370243,555
usemo,0.370243,555
suemo,0.370243,555
senha,0.3699439,556
deixa,0.3698692,557
aludo,0.3696822,558
adulo,0.3696822,558
laudo,0.3696822,558
paute,0.3696075,559
falir,0.3694579,560
filar,0.3694579,560
cante,0.3693832,561
libra,0.3691589,562
balir,0.3691589,562
abril,0.3691589,562
tremo,0.3688598,563
amplo,0.3688598,563
palmo,0.3688598,563
morte,0.3688598,563
termo,0.3688598,563
temor,0.3688598,563
metro,0.3688598,563
votam,0.3688224,564
zarpo,0.3687477,565
prazo,0.3687477,565
fitas,0.3687103,566
turma,0.3685234,567
orcem,0.3683738,568
crome,0.3683738,568
cremo,0.3683738,568
corem,0.3683738,568
comer,0.3683738,568
rocem,0.3683738,568
heroi,0.3682617,569
mijar,0.3682243,570
ficas,0.3682243,570
duela,0.3680748,571
adule,0.3680748,571
alude,0.3680748,571
curam,0.3680374,572
hauri,0.3679252,573
bicas,0.3679252,573
expia,0.3677009,574
paulo,0.367514,575
utero,0.367514,575
lanco,0.3672897,576
pelam,0.3672523,577
sigla,0.367215,578
jogai,0.367215,578
imole,0.367215,578
vetam,0.367215,578
ligas,0.367215,578
erijo,0.367215,578
vilas,0.3671776,579
silva,0.3671776,579
viajo,0.3671776,579
zarpe,0.3671402,580
preza,0.3671402,580
gozai,0.3671028,581
vazio,0.3670654,582
cagou,0.367028,583
aguco,0.367028,583
recuo,0.367028,583
vacuo,0.3669907,584
cavou,0.3669907,584
jurai,0.3668785,585
cegam,0.3667664,586
cavem,0.366729,587
havei,0.3666168,588
botam,0.3663551,589
rangi,0.3663551,589
batom,0.3663551,589
tomba,0.3663551,589
ganir,0.3663551,589
lenta,0.3661682,590
focam,0.3661682,590
mando,0.3657196,591
lance,0.3656822,592
praxe,0.3656449,593
viaje,0.3655701,594
vejai,0.3655701,594
vieza,0.3654579,595
vazei,0.3654579,595
aguce,0.3654206,596
cague,0.3654206,596
tufao,0.3653084,597
fatuo,0.3653084,597
jogar,0.3651589,598
orlem,0.3651589,598
lermo,0.3651589,598
rolem,0.3651589,598
melro,0.3651589,598
gozar,0.3650467,599
filas,0.3650093,600
falis,0.3650093,600
voraz,0.3650093,600
pacto,0.3648972,601
capto,0.3648972,601
mural,0.3648224,602
batem,0.3647477,603
balis,0.3647103,604
haver,0.3645607,605
temos,0.3644112,606
tosem,0.3644112,606
tomes,0.3644112,606
danou,0.3643738,607
nadou,0.3643738,607
andou,0.3643738,607
cabem,0.3642617,608
citam,0.3642617,608
infra,0.3641495,609
andem,0.3641121,610
nadem,0.3641121,610
mande,0.3641121,610
danem,0.3641121,610
vexai,0.3639626,611
comes,0.3639252,612
cosem,0.3639252,612
banir,0.3638505,613
alugo,0.3638131,614
mijas,0.3637757,615
louva,0.3637757,615
lavou,0.3637757,615
musca,0.3635888,616
graxo,0.3635514,617
legam,0.3635514,617
gelam,0.3635514,617
valem,0.363514,618
velam,0.363514,618
levam,0.363514,618
lavem,0.363514,618
bateu,0.3634019,619
afixo,0.3634019,619
caldo,0.3633645,620
fazei,0.3632897,621
capte,0.3632897,621
etico,0.3632523,622
cotei,0.3632523,622
beija,0.3631028,623
baixo,0.3631028,623
estou,0.3630654,624
forja,0.3629533,625
pazes,0.3626916,626
lambo,0.3626542,627
bolam,0.3626542,627
coseu,0.3625794,628
secou,0.3625794,628
sueco,0.3625794,628
sujai,0.3624299,629
advir,0.3623925,630
vidra,0.3623925,630
azuis,0.3623178,631
delta,0.362243,632
legua,0.3622056,633
valeu,0.3621682,634
penam,0.3619439,635
vexar,0.3619065,636
ganis,0.3619065,636
afixe,0.3617944,637
plato,0.3616822,638
plota,0.3616822,638
falou,0.3616075,639
afluo,0.3616075,639
chiar,0.3616075,639
uniam,0.3615701,640
munia,0.3615701,640
exiba,0.3614953,641
baixe,0.3614953,641
falem,0.3613458,642
abluo,0.3613084,643
fazer,0.3612336,644
feraz,0.3612336,644
refaz,0.3612336,644
polca,0.3611963,645
palco,0.3611963,645
treco,0.3611963,645
corte,0.3611963,645
terco,0.3611963,645
torce,0.3611963,645
certo,0.3611963,645
troce,0.3611963,645
cetro,0.3611963,645
eixos,0.3611589,646
seixo,0.3611589,646
balem,0.3610467,647
lambe,0.3610467,647
latim,0.3610467,647
atriz,0.3609346,648
zebra,0.3609346,648
turca,0.3608598,649
curta,0.3608598,649
solem,0.3607103,650
moles,0.3607103,650
gajos,0.3607103,650
lemos,0.3607103,650
jogas,0.3607103,650
elmos,0.3607103,650
gozas,0.3605981,651
zeros,0.3605981,651
clima,0.3605607,652
juras,0.3603738,653
urjas,0.3603738,653
rujas,0.3603738,653
mulas,0.3603738,653
surja,0.3603738,653
sujar,0.3603738,653
priva,0.3602243,654
lotei,0.3600374,655
leito,0.3600374,655
etilo,0.3600374,655
brida,0.3599252,656
ornem,0.3598505,657
menor,0.3598505,657
magno,0.3598505,657
finas,0.3597009,658
lutai,0.3597009,658
afins,0.3597009,658
latiu,0.3597009,658
dopam,0.3596262,659
podam,0.3596262,659
colei,0.3595514,660
banis,0.3594019,661
selou,0.3593645,662
lesou,0.3593645,662
vejas,0.3590654,663
vazes,0.3589533,664
reuno,0.3585047,665
ilhar,0.3583925,666
ganem,0.358243,667
negam,0.358243,667
nevam,0.3582056,668
pifar,0.3580561,669
danco,0.3580561,669
digas,0.3579813,670
rides,0.3579813,670
irdes,0.3579813,670
domei,0.3579813,670
medio,0.3579813,670
divas,0.3579439,671
vidas,0.3579439,671
volta,0.3579439,671
lutar,0.3576449,672
umida,0.3576449,672
ultra,0.3576449,672
mudai,0.3576449,672
miuda,0.3576449,672
clero,0.3574953,673
cerol,0.3574953,673
vexas,0.3574579,674
calvo,0.3574579,674
chias,0.3571589,675
exuma,0.3571589,675
lucra,0.3571589,675
dante,0.3569346,676
tenda,0.3569346,676
fazes,0.356785,677
cesto,0.3567477,678
cotes,0.3567477,678
vagir,0.3565234,679
dance,0.3564486,680
custa,0.3564112,681
ponta,0.3563738,682
ufano,0.3562991,683
fauno,0.3562991,683
quais,0.3562617,684
dorme,0.3559252,685
rodem,0.3559252,685
morde,0.3559252,685
dogma,0.3559252,685
ordem,0.3559252,685
medro,0.3559252,685
dermo,0.3559252,685
ponca,0.3558879,686
impoe,0.3558131,687
piemo,0.3558131,687
pires,0.3558131,687
miope,0.3558131,687
falto,0.3557757,688
banem,0.3557383,689
minta,0.3557383,689
lixar,0.3557383,689
tinam,0.3557383,689
mudar,0.3555888,690
urdam,0.3555888,690
duram,0.3555888,690
durma,0.3555888,690
nomes,0.3554019,691
menos,0.3554019,691
chamo,0.3551028,692
macho,0.3551028,692
numas,0.3550654,693
bocal,0.3549907,694
taxis,0.3549907,694
nodal,0.3548411,695
noite,0.354729,696
notei,0.354729,696
ufane,0.3546916,697
doure,0.3545794,698
agudo,0.3545794,698
untai,0.3543925,699
intua,0.3543925,699
grifa,0.3543551,700
advem,0.3542804,701
devam,0.3542804,701
penca,0.3542804,701
vedam,0.3542804,701
incoe,0.354243,702
icone,0.354243,702
falte,0.3541682,703
fetal,0.3541682,703
briga,0.3540561,704
vibra,0.3540187,705
ilhas,0.3539439,706
cozam,0.3539439,706
unica,0.3539065,707
batel,0.3538692,708
rompe,0.353757,709
achou,0.353757,709
porem,0.353757,709
premo,0.353757,709
giros,0.3537196,710
fecal,0.3536822,711
sirvo,0.3536822,711
sorvi,0.3536822,711
pifas,0.3536075,712
solte,0.3535327,713
lotes,0.3535327,713
mecha,0.3534953,714
chame,0.3534953,714
achem,0.3534953,714
mirou,0.3533832,715
rimou,0.3533832,715
ruimo,0.3533832,715
lenda,0.3532336,716
lutas,0.3531963,717
coles,0.3530467,718
escol,0.3530467,718
sulca,0.3527103,719
lucas,0.3527103,719
tenor,0.3526729,720
entro,0.3526729,720
norte,0.3526729,720
torne,0.3526729,720
plano,0.3526729,720
tango,0.3526729,720
treno,0.3526729,720
terno,0.3526729,720
tenro,0.3526729,720
aquem,0.3525981,721
pagou,0.3524112,722
nutra,0.3523364,723
untar,0.3523364,723
conga,0.3521869,724
pegam,0.3521495,725
pagem,0.3521495,725
fedam,0.3521121,726
geris,0.3521121,726
gires,0.3521121,726
meigo,0.3521121,726
vigas,0.3520748,727
vagis,0.3520748,727
vires,0.3520748,727
adubo,0.3520748,727
servi,0.3520748,727
movei,0.3520748,727
nariz,0.3519252,728
olham,0.3518879,729
malho,0.3518879,729
molha,0.3518879,729
fibra,0.3518505,730
ditam,0.3518131,731
guiam,0.3517757,732
murei,0.3517757,732
remiu,0.3517757,732
mugia,0.3517757,732
rumei,0.3517757,732
uivam,0.3517383,733
taxou,0.3515888,734
sofri,0.351514,735
frios,0.351514,735
friso,0.351514,735
demos,0.3514766,736
medos,0.3514766,736
domes,0.3514766,736
dosem,0.3514766,736
taxem,0.3513271,737
lixas,0.3512897,738
pomba,0.3512523,739
brios,0.351215,740
jazei,0.3511776,741
mudas,0.3511402,742
dumas,0.3511402,742
plena,0.3510654,743
penal,0.3510654,743
tange,0.3510654,743
plane,0.3510654,743
venta,0.351028,744
pague,0.3508037,745
dotei,0.3508037,745
edito,0.3508037,745
tedio,0.3508037,745
deito,0.3508037,745
venca,0.3505421,746
adube,0.3504673,747
malhe,0.3502804,748
orgem,0.3500561,749
rogem,0.3500561,749
gorem,0.3500561,749
mover,0.3500187,750
cuida,0.3499813,751
acudi,0.3499813,751
figas,0.3499065,752
feris,0.3499065,752
mofei,0.3499065,752
frise,0.3499065,752
fisga,0.3499065,752
rifes,0.3499065,752
fiemo,0.3499065,752
rugam,0.3497196,753
banco,0.3496822,754
exija,0.3496822,754
patim,0.3496449,755
bigas,0.3496075,756
boiem,0.3496075,756
fumai,0.3495701,757
azulo,0.3493832,758
posem,0.3493084,759
picam,0.3491589,760
capim,0.3491589,760
jazer,0.3491215,761
zelam,0.3491215,761
anglo,0.348972,762
pumas,0.348972,762
longa,0.348972,762
gerou,0.3487103,763
regou,0.3487103,763
rogue,0.3487103,763
vagou,0.3486729,764
lunar,0.3486355,765
optei,0.3486355,765
topei,0.3486355,765
peito,0.3486355,765
benta,0.3485607,766
vagem,0.3484112,767
cedro,0.3482617,768
credo,0.3482617,768
netos,0.3482243,769
notes,0.3482243,769
sento,0.3482243,769
vodca,0.3482243,769
tenso,0.3482243,769
epico,0.3481495,770
copie,0.3481495,770
lidam,0.3481121,771
cinta,0.3480748,772
pouse,0.3479626,773
supoe,0.3479626,773
pesou,0.3479626,773
chato,0.3479252,774
tacho,0.3479252,774
tocha,0.3479252,774
untas,0.3478879,775
atuns,0.3478879,775
forme,0.3478505,776
forem,0.3478505,776
azule,0.3477757,777
cones,0.3477383,778
censo,0.3477383,778
ritmo,0.3475514,779
rufam,0.347514,780
furam,0.347514,780
fumar,0.347514,780
fruam,0.347514,780
lenga,0.3473645,781
venal,0.3473271,782
bruma,0.347215,783
pedal,0.3471402,784
vague,0.3470654,785
micro,0.3470654,785
quota,0.347028,786
muros,0.3468785,787
rumos,0.3468785,787
dilua,0.3467664,788
iluda,0.3467664,788
aludi,0.3467664,788
trepo,0.3465794,789
torpe,0.3465794,789
porte,0.3465794,789
perto,0.3465794,789
preto,0.3465794,789
freou,0.3465047,790
tache,0.3463178,791
roube,0.3462056,792
gabou,0.3462056,792
tirou,0.3462056,792
perco,0.3460935,793
preco,0.3460935,793
gabem,0.3459439,794
tremi,0.3459439,794
limpa,0.3459439,794
tirem,0.3459439,794
urico,0.3457196,795
criou,0.3457196,795
gomes,0.3456075,796
moges,0.3456075,796
vemos,0.3455701,797
moves,0.3455701,797
sovem,0.3455701,797
manjo,0.3455327,798
monja,0.3455327,798
crime,0.3454579,799
criem,0.3454579,799
taque,0.3454206,800
mures,0.345271,801
rumes,0.345271,801
sugam,0.345271,801
lerdo,0.3450467,802
lorde,0.3450467,802
egito,0.3449346,803
evito,0.3448972,804
votei,0.3448972,804
tolha,0.3447103,805
talho,0.3447103,805
jazes,0.3446729,806
pulai,0.3445981,807
dotes,0.3442991,808
calho,0.3442243,809
colha,0.3442243,809
ouves,0.3442243,809
nulas,0.3441869,810
curei,0.3441121,811
bufao,0.344,812
manje,0.3439252,813
desco,0.3438131,814
fitam,0.3437383,815
mofes,0.3434019,816
fomes,0.3434019,816
ficam,0.3432523,817
istmo,0.3431028,818
telha,0.3431028,818
mitos,0.3431028,818
misto,0.3431028,818
sobem,0.3431028,818
talhe,0.3431028,818
fumas,0.3430654,819
bicam,0.3429533,820
prelo,0.3428785,821
prole,0.3428785,821
verto,0.3428411,822
trevo,0.3428411,822
vetor,0.3428411,822
subam,0.3427664,823
feito,0.342729,824
cismo,0.3426168,825
chale,0.3426168,825
micos,0.3426168,825
calhe,0.3426168,825
pular,0.3425421,826
gruta,0.3425421,826
turva,0.3425047,827
botei,0.3424299,828
cervo,0.3423551,829
ligam,0.342243,830
foice,0.342243,830
ceifo,0.342243,830
potes,0.3421308,831
optes,0.3421308,831
poste,0.3421308,831
topes,0.3421308,831
curva,0.3420187,832
coibe,0.3419439,833
beico,0.3419439,833
fucai,0.3419065,834
penda,0.3418318,835
putas,0.3417944,836
situo,0.341757,837
soube,0.341757,837
pesco,0.3416449,838
cospe,0.3416449,838
times,0.3414953,839
unida,0.3414579,840
cuspa,0.3413084,841
suico,0.341271,842
leigo,0.3412336,843
viole,0.3411963,844
volei,0.3411963,844
cisme,0.3410093,845
balde,0.3409346,846
igual,0.3408972,847
forte,0.3406729,848
freto,0.3406729,848
solde,0.3405981,849
latex,0.3404486,850
brote,0.3403738,851
obter,0.3403738,851
furta,0.3403364,852
fruta,0.3403364,852
trufa,0.3403364,852
ajudo,0.3402617,853
cofre,0.3401869,854
force,0.3401869,854
situe,0.3401495,855
uteis,0.3401495,855
bruta,0.3400374,856
frija,0.3400374,856
turba,0.3400374,856
filma,0.3400374,856
filam,0.3400374,856
cobre,0.3398879,857
trico,0.3398879,857
berco,0.3398879,857
torci,0.3398879,857
breco,0.3398879,857
fucar,0.3398505,858
rendo,0.3397383,859
dreno,0.3397383,859
lambi,0.3397383,859
ronde,0.3397383,859
surto,0.3397009,860
opine,0.3396262,861
ponei,0.3396262,861
cubra,0.3395514,862
rijos,0.3394019,863
punia,0.3392897,864
sirzo,0.3392897,864
curso,0.339215,865
logre,0.3391776,866
vogal,0.3391402,867
lugar,0.3388411,868
bolei,0.338729,869
aflui,0.3386916,870
faliu,0.3386916,870
fluia,0.3386916,870
ajude,0.3386542,871
pelos,0.3384299,872
gesto,0.3384299,872
fixar,0.3384299,872
lopes,0.3384299,872
goste,0.3384299,872
ablui,0.3383925,873
baliu,0.3383925,873
bulia,0.3383925,873
votes,0.3383925,873
janto,0.3383551,874
tanjo,0.3383551,874
lupas,0.3380935,875
pulas,0.3380935,875
venda,0.3380935,875
pulsa,0.3380935,875
surte,0.3380935,875
cegos,0.3379439,876
voces,0.3379065,877
tenha,0.3377944,878
limes,0.3377944,878
selim,0.3377944,878
serzi,0.3376822,879
curse,0.3376075,880
cures,0.3376075,880
comeu,0.3376075,880
encha,0.3373084,881
bando,0.3372336,882
urino,0.3371963,883
folga,0.336972,884
flavo,0.3369346,885
menir,0.3369346,885
jante,0.3367477,886
litro,0.3366729,887
tenaz,0.3366355,888
puxao,0.336486,889
burla,0.3363364,890
fetos,0.3362243,891
foste,0.3362243,891
licor,0.3361869,892
eximo,0.3361869,892
igneo,0.3359252,893
obste,0.3359252,893
fenda,0.3359252,893
genio,0.3359252,893
botes,0.3359252,893
inove,0.3358879,894
noive,0.3358879,894
envio,0.3358879,894
jogam,0.3357383,895
podei,0.3357009,896
dopei,0.3357009,896
peido,0.3357009,896
gozam,0.3356262,897
urine,0.3355888,898
ungia,0.3355888,898
ganiu,0.3355888,898
reuni,0.3355888,898
becos,0.3354393,899
fucas,0.3354019,900
juram,0.3354019,900
urjam,0.3354019,900
rujam,0.3354019,900
sonde,0.3352897,901
sendo,0.3352897,901
denso,0.3352897,901
cinda,0.3351402,902
busca,0.3351028,903
cubas,0.3351028,903
belga,0.3350654,904
gleba,0.3350654,904
vital,0.335028,905
dunas,0.3349533,906
goles,0.334729,907
glose,0.334729,907
gelos,0.334729,907
mordi,0.3346168,908
dormi,0.3346168,908
anzol,0.3345421,909
melou,0.3343925,910
emulo,0.3343925,910
luvas,0.3343551,911
zerou,0.3342804,912
rezou,0.3342804,912
vazou,0.334243,913
vejam,0.3340935,914
lenha,0.3340935,914
fixas,0.3339813,915
vazem,0.3339813,915
genro,0.3338692,916
negro,0.3338692,916
nervo,0.3338318,917
cites,0.3338318,917
enfio,0.3337196,918
depor,0.3336449,919
pedro,0.3336449,919
poder,0.3336449,919
pinta,0.3334579,920
ruido,0.333271,921
zomba,0.3331215,922
penso,0.3331215,922
baniu,0.3330841,923
digam,0.3330093,924
medir,0.3330093,924
pinca,0.332972,925
advim,0.332972,925
blefa,0.3328598,926
punas,0.332785,927
suino,0.3327477,928
foles,0.3325234,929
mines,0.332486,930
vexam,0.332486,930
queda,0.332486,930
rompi,0.3324486,931
impor,0.3324486,931
primo,0.3324486,931
facil,0.3323738,932
boles,0.3322243,933
listo,0.3322243,933
belos,0.3322243,933
sulfa,0.3321869,934
fujao,0.3321869,934
fluas,0.3321869,934
chiam,0.3321869,934
video,0.3319626,935
linda,0.3319252,936
blusa,0.3318879,937
bulas,0.3318879,937
bujao,0.3318879,937
fazem,0.3318131,938
cotem,0.3317757,939
durei,0.3316636,940
matiz,0.331514,941
trino,0.3313645,942
nitro,0.3313645,942
nobre,0.3313645,942
furna,0.3313271,943
cheio,0.3311776,944
mujas,0.3309533,945
sujam,0.3309533,945
premi,0.3308411,946
prime,0.3308411,946
jeito,0.3306168,947
liste,0.3306168,947
cozei,0.3300187,948
tangi,0.329757,949
inter,0.329757,949
gruda,0.3296075,950
cerni,0.329271,951
vinca,0.3292336,952
podes,0.3291963,953
dopes,0.3291963,953
depos,0.3291963,953
dubia,0.3291589,954
chago,0.3291215,955
chore,0.3291215,955
unemo,0.3290841,956
sunga,0.3290841,956
chova,0.3290841,956
exito,0.3290093,957
ilham,0.328972,958
milha,0.328972,958
migro,0.3287477,959
virmo,0.3287103,960
pifam,0.3286355,961
motel,0.3285607,962
medis,0.3285607,962
lotem,0.3285607,962
roque,0.3282243,963
multa,0.3282243,963
quero,0.3282243,963
lutam,0.3282243,963
colem,0.3280748,964
impos,0.328,965
olhei,0.3279626,966
helio,0.3279626,966
cozer,0.3279626,966
prego,0.3277757,967
prove,0.3277383,968
fedor,0.3277383,968
cruza,0.3276262,969
finta,0.3275514,970
chega,0.327514,971
chave,0.3274766,972
dobre,0.3274393,973
purga,0.3274393,973
borde,0.3274393,973
girou,0.3274019,974
ouvir,0.3273645,975
ruivo,0.3273645,975
virou,0.3273645,975
fones,0.327215,976
migre,0.3271402,977
girem,0.3271402,977
virem,0.3271028,978
finca,0.3270654,979
crido,0.3269533,980
facho,0.3269159,981
bones,0.3269159,981
nisto,0.3269159,981
insto,0.3269159,981
sinto,0.3269159,981
duros,0.3267664,982
surdo,0.3267664,982
pisou,0.3266542,983
bocha,0.3266168,984
firmo,0.3265421,985
luzia,0.3264673,986
pisem,0.3263925,987
lixam,0.3263178,988
xucra,0.3261308,989
galho,0.3259065,990
valho,0.3258692,991
geriu,0.3257944,992
ergui,0.3257944,992
vagiu,0.325757,993
reviu,0.325757,993
chefa,0.3253084,994
fecha,0.3253084,994
tenis,0.3253084,994
senti,0.3253084,994
elixo,0.3253084,994
itens,0.3253084,994
tines,0.3253084,994
exilo,0.3253084,994
inste,0.3253084,994
pobre,0.325271,995
rifou,0.3251963,996
dures,0.3251589,997
urdes,0.3251589,997
rudes,0.3251589,997
fremi,0.3249346,998
firme,0.3249346,998
rifem,0.3249346,998
cisne,0.3248224,999
algoz,0.3247477,1000
supro,0.3245981,1001
puros,0.3245981,1001
supor,0.3245981,1001
ponha,0.3242991,1002
velha,0.3242617,1003
vimos,0.3242617,1003
quita,0.3241121,1004
baque,0.3241121,1004
sumir,0.3239626,1005
linfa,0.3238505,1006
infla,0.3238505,1006
final,0.3238505,1006
justa,0.3237757,1007
soque,0.3237757,1007
falho,0.3237009,1008
folha,0.3237009,1008
minha,0.3236636,1009
quica,0.3236262,1010
fugia,0.3235888,1011
obvie,0.3235888,1011
rufei,0.3235888,1011
feriu,0.3235888,1011
furei,0.3235888,1011
cozes,0.323514,1012
bolha,0.3234019,1013
cujas,0.3232897,1014
trens,0.3232523,1015
notem,0.3232523,1015
ontem,0.3232523,1015
monte,0.3232523,1015
repus,0.3229907,1016
supre,0.3229907,1016
tidos,0.3229907,1016
perus,0.3229907,1016
ditos,0.3229907,1016
bodes,0.3229907,1016
super,0.3229907,1016
puser,0.3229907,1016
disto,0.3229907,1016
untam,0.3229159,1017
visou,0.3229159,1017
uivos,0.3229159,1017
ouvis,0.3229159,1017
visem,0.3226542,1018
disco,0.3225047,1019
sexto,0.3225047,1019
lider,0.3221308,1020
redil,0.3221308,1020
falhe,0.3220935,1021
frevo,0.3218318,1022
fervo,0.3218318,1022
polir,0.3215701,1023
grito,0.3215701,1023
trigo,0.3215701,1023
verbo,0.3215327,1024
olhes,0.3214579,1025
diste,0.3213832,1026
dites,0.3213832,1026
guies,0.3213458,1027
segui,0.3213458,1027
uives,0.3213084,1028
zunia,0.3211589,1029
bufai,0.3210841,1030
crivo,0.3210467,1031
desci,0.3208972,1032
teclo,0.3208972,1032
tipos,0.3208224,1033
honre,0.3205981,1034
ganho,0.3205981,1034
culta,0.3205607,1035
cipos,0.3203364,1036
picos,0.3203364,1036
pisco,0.3203364,1036
luzas,0.3199626,1037
tigre,0.3199626,1037
grite,0.3199626,1037
tiver,0.3199252,1038
verti,0.3199252,1038
